rank,player_id,player_name,country,highest_paying_game,total_overall_usd,total_game_usd,pct_of_total_num,source_url
620,YZZ,"Ye, Zhiwei",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,473517.74,473517.74,100,https://www.esportsearnings.com/players/highest-earnings-top-700
621,Oliveira,"Li, Peinan",China,StarCraft II,473207.85,473207.85,100,https://www.esportsearnings.com/players/highest-earnings-top-700
622,MajorManiak,Michael Szymaniak,United States,Call of Duty: Modern Warfare,473062.49000000005,228000,48.2,https://www.esportsearnings.com/players/highest-earnings-top-700
623,Timado,Enzo Gianoli O'Connor,Peru,Dota 2,472874.85,472874.85,100,https://www.esportsearnings.com/players/highest-earnings-top-700
624,Seoul,"Cho, Gi Yeol","Korea, Republic of",PLAYERUNKNOWNâS BATTLEGROUNDS,472659.13,472659.13,100,https://www.esportsearnings.com/players/highest-earnings-top-700
625,Scarlett,Sasha Hostyn,Canada,StarCraft II,472111.32,468378.12,99.21000000000001,https://www.esportsearnings.com/players/highest-earnings-top-700
626,NingZhi,"Yuan, Jun",China,Arena of Valor,471572.03,471572.03,100,https://www.esportsearnings.com/players/highest-earnings-top-700
627,Snappi,Marco Pfeiffer,Denmark,Counter-Strike: Global Offensive,471550.81,390174.99000000005,82.74000000000001,https://www.esportsearnings.com/players/highest-earnings-top-700
628,Dukalis,Andrey Kuropatkin,Russian Federation,Dota 2,470316.73000000004,470316.73000000004,100,https://www.esportsearnings.com/players/highest-earnings-top-700
629,Pinq,Zachariah Siddall,United Kingdom,Fortnite,470126.16,470126.16,100,https://www.esportsearnings.com/players/highest-earnings-top-700
630,Baby,"Song, Hongqi",China,CrossFire,469907.03,469907.03,100,https://www.esportsearnings.com/players/highest-earnings-top-700
631,Skadoodle,Tyler Latham,United States,Counter-Strike: Global Offensive,469150.02,436879.98000000004,93.11999999999999,https://www.esportsearnings.com/players/highest-earnings-top-700
632,Almxnd,Benjamin Rosendahl,United States,Call of Duty: Warzone,468970.73000000004,431584.06,92.03,https://www.esportsearnings.com/players/highest-earnings-top-700
633,Golden,Maikil Selim,Sweden,Counter-Strike: Global Offensive,468460.98000000004,461342.48000000004,98.48,https://www.esportsearnings.com/players/highest-earnings-top-700
634,Extra,Alexandre Paoli,France,Rocket League,468280.02,468280.02,100,https://www.esportsearnings.com/players/highest-earnings-top-700
635,APG,Bradley Laws,United States,Halo Infinite,467925,301075,64.34,https://www.esportsearnings.com/players/highest-earnings-top-700
636,Jinsoo,"Park, Jin Soo","Korea, Republic of",Auto Chess,467754.94,450254.94,96.26,https://www.esportsearnings.com/players/highest-earnings-top-700
637,Bean,"Gao, Feng",China,CrossFire,466997.59,466997.59,100,https://www.esportsearnings.com/players/highest-earnings-top-700
638,YuYang,"Zhang, Yang",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,466394.48000000004,446394.48000000004,95.71000000000001,https://www.esportsearnings.com/players/highest-earnings-top-700
639,LilGhost,"Luo, Shengjun",China,PLAYERUNKNOWNâS BATTLEGROUNDS,466350.93000000005,466350.93000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-700
640,Salute,"Woo, Je hyeon","Korea, Republic of",PLAYERUNKNOWNâS BATTLEGROUNDS,465334.83999999997,465334.83999999997,100,https://www.esportsearnings.com/players/highest-earnings-top-700
641,KyoCha,"Jeong, Won Ho","Korea, Republic of",Heroes of the Storm,465268.99000000005,465268.99000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-700
642,LevonAronian,Levon Aronian,Armenia,chess24,465030.43000000005,244319.3,52.54,https://www.esportsearnings.com/players/highest-earnings-top-700
643,SpeCial,Juan Carlos Lopez,Mexico,StarCraft II,464829.08,464579.08,99.95,https://www.esportsearnings.com/players/highest-earnings-top-700
644,w0nderful,Igor Zhdanov,Ukraine,Counter-Strike 2,464705.03,410666.66,88.36999999999999,https://www.esportsearnings.com/players/highest-earnings-top-700
645,Cloakzy,Dennis Lepore,United States,Fortnite,464666.66,438325,94.33,https://www.esportsearnings.com/players/highest-earnings-top-700
646,Vivid,Noah Wright,United States,Fortnite,464141.67,418716.67,90.21000000000001,https://www.esportsearnings.com/players/highest-earnings-top-700
647,Trippernn,Sebastian Kjaer,Denmark,Fortnite,463919.36,463919.36,100,https://www.esportsearnings.com/players/highest-earnings-top-700
648,Ice,"Tang, Tian",China,Arena of Valor,463651.48000000004,463651.48000000004,100,https://www.esportsearnings.com/players/highest-earnings-top-700
649,sake,"Lee, Jung Hyeog","Korea, Republic of",Heroes of the Storm,462790.78,462790.78,100,https://www.esportsearnings.com/players/highest-earnings-top-700
650,Joena,Chirasak Moonsarn,Thailand,Free Fire,462465.47000000003,462465.47000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-700
651,Rekkles,Martin Larsson,Sweden,League of Legends,460380.52,460380.52,100,https://www.esportsearnings.com/players/highest-earnings-top-700
652,Sib,Daunte Gray,United States,Call of Duty: Modern Warfare III,460075,200000,43.47,https://www.esportsearnings.com/players/highest-earnings-top-700
653,Bwipo,GabriÃ«l Rau,Belgium,League of Legends,458878.32,458878.32,100,https://www.esportsearnings.com/players/highest-earnings-top-700
654,Rich,"Lee, Jae Won","Korea, Republic of",Heroes of the Storm,458795.42000000004,427923.28,93.27,https://www.esportsearnings.com/players/highest-earnings-top-700
655,Fatal1ty,Johnathan Wendel,United States,Painkiller,458739.23000000004,240550,52.44,https://www.esportsearnings.com/players/highest-earnings-top-700
656,Atif Butt,Atif Ijaz Butt,Pakistan,Tekken 7,455924.7,243729.7,53.46,https://www.esportsearnings.com/players/highest-earnings-top-700
657,Nikobaby,Nikolay Nikolov,Bulgaria,Dota 2,455262.28,455262.28,100,https://www.esportsearnings.com/players/highest-earnings-top-700
658,SuJiu,"Yu, Lin",China,PLAYERUNKNOWNâS BATTLEGROUNDS,453922.59,453922.59,100,https://www.esportsearnings.com/players/highest-earnings-top-700
659,Psycho,Gustavo Rigal,Brazil,Rainbow Six Siege,453921.91000000003,453921.91000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-700
660,Hungrybox,Juan Debiedma,United States,Super Smash Bros. Melee,453715,447715.91000000003,98.67999999999999,https://www.esportsearnings.com/players/highest-earnings-top-700
661,Polt,"Choi, Sung Hoon","Korea, Republic of",StarCraft II,451943.24,451943.24,100,https://www.esportsearnings.com/players/highest-earnings-top-700
662,LikEfac,ThÃ©o Mariano,France,Rainbow Six Siege,451708.08,451708.08,100,https://www.esportsearnings.com/players/highest-earnings-top-700
663,HusKerrs,Jordan Thomas,United States,Call of Duty: Warzone,451558.81,357671.47000000003,79.21000000000001,https://www.esportsearnings.com/players/highest-earnings-top-700
664,lachesisQ,Ian Nepomniachtchi,Russian Federation,chess24,451539.03,226746.52,50.220000000000006,https://www.esportsearnings.com/players/highest-earnings-top-700
665,TJHaly,Thomas Haly,United States,Call of Duty: WWII,450871.92000000004,118875,26.37,https://www.esportsearnings.com/players/highest-earnings-top-700
666,Flickzy,- -,Germany,Fortnite,449644.43000000005,449644.43000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-700
667,é¡¾å±å±,"Zeng, Jinxiang",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,447958.76,447958.76,100,https://www.esportsearnings.com/players/highest-earnings-top-700
668,AdreN,Dauren Kystaubayev,Kazakhstan,Counter-Strike: Global Offensive,446899.3,427455.64999999997,95.64999999999999,https://www.esportsearnings.com/players/highest-earnings-top-700
669,Reiji,"Maeda, Reiji",Japan,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,446188.09,446188.09,100,https://www.esportsearnings.com/players/highest-earnings-top-700
670,577,"Chen, Jinwei",China,CrossFire,446062.39,446062.39,100,https://www.esportsearnings.com/players/highest-earnings-top-700
671,Classic,Nicholas Di Costanzo,United States,Call of Duty: Infinite Warfare,445574,98000,21.99,https://www.esportsearnings.com/players/highest-earnings-top-700
672,JaCkz,Audric Jug,France,Counter-Strike: Global Offensive,445084.29000000004,420822.62,94.55,https://www.esportsearnings.com/players/highest-earnings-top-700
673,zen,Alexis Bernier,France,Rocket League,445051.53,445051.53,100,https://www.esportsearnings.com/players/highest-earnings-top-700
674,Fielder,"Kwon, Joon","Korea, Republic of",Overwatch 2,444459.33999999997,348030.86,78.3,https://www.esportsearnings.com/players/highest-earnings-top-700
675,unlucky,Andre TÃ¼rk,Austria,Apex Legends,443847.78,443847.78,100,https://www.esportsearnings.com/players/highest-earnings-top-700
676,nesk,AndrÃ© Oliveira,Brazil,Rainbow Six Siege,443806.32,443806.32,100,https://www.esportsearnings.com/players/highest-earnings-top-700
677,Funn1k,Glib Lipatnikov,Ukraine,Dota 2,443534.74,443341.02,99.96000000000001,https://www.esportsearnings.com/players/highest-earnings-top-700
678,YYF,"Jiang, Cen",China,Dota 2,443462.66,417405.13999999996,94.11999999999999,https://www.esportsearnings.com/players/highest-earnings-top-700
679,Sypical,Caden Pellegrin,United States,Rocket League,442646.72000000003,442646.72000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-700
680,JiuLong,"Kang, Junlong",China,Arena of Valor,442411.1,442411.1,100,https://www.esportsearnings.com/players/highest-earnings-top-700
681,jafonsogv,JoÃ£o Vasconcelos,Portugal,EA Sports FC 24,442063.43000000005,387982.88,87.77,https://www.esportsearnings.com/players/highest-earnings-top-700
682,spyrro,Yaroslav Kuvichko,Ukraine,PLAYERUNKNOWNâS BATTLEGROUNDS,441617.18,441617.18,100,https://www.esportsearnings.com/players/highest-earnings-top-700
683,Turbopolsa,Pierre Silfver,Sweden,Rocket League,441410.05,441270.05,99.97,https://www.esportsearnings.com/players/highest-earnings-top-700
684,PawN,"Heo, Won Seok","Korea, Republic of",League of Legends,440960.12,440960.12,100,https://www.esportsearnings.com/players/highest-earnings-top-700
685,Sweetdreams,Chris Sexton,United States,Apex Legends,440949.78,406474.78,92.17999999999999,https://www.esportsearnings.com/players/highest-earnings-top-700
686,CeRq,Cvetelin Nikolov,Bulgaria,Counter-Strike: Global Offensive,440304.43000000005,412263.38,93.63,https://www.esportsearnings.com/players/highest-earnings-top-700
687,allu,Aleksi Jalli,Finland,Counter-Strike: Global Offensive,439977.97000000003,430687.87,97.89,https://www.esportsearnings.com/players/highest-earnings-top-700
688,yuurih,Yuri Santos,Brazil,Counter-Strike: Global Offensive,439350.42000000004,335449.66,76.35,https://www.esportsearnings.com/players/highest-earnings-top-700
689,HuShen,"Chen, Zhanpeng",China,Arena of Valor,439002.95,439002.95,100,https://www.esportsearnings.com/players/highest-earnings-top-700
690,Beaulo,Jason Doty,United States,Rainbow Six Siege,438285,438285,100,https://www.esportsearnings.com/players/highest-earnings-top-700
691,Knee,"Bae, Jae-min","Korea, Republic of",Tekken 7,438204.33,371725.26,84.83,https://www.esportsearnings.com/players/highest-earnings-top-700
692,Fleta,"Kim, Byung Seon","Korea, Republic of",Overwatch,437819.27,418944.27,95.69,https://www.esportsearnings.com/players/highest-earnings-top-700
693,Brehze,Vincent Cayonte,United States,Counter-Strike: Global Offensive,437362.77,430734.67,98.48,https://www.esportsearnings.com/players/highest-earnings-top-700
694,Wunder,Martin Hansen,Denmark,League of Legends,437155.62,437155.62,100,https://www.esportsearnings.com/players/highest-earnings-top-700
695,G,Sergey Bragin,Russian Federation,Dota 2,437118.31,431613.94,98.74000000000001,https://www.esportsearnings.com/players/highest-earnings-top-700
696,kscerato,Kaike Cerato,Brazil,Counter-Strike: Global Offensive,435663.18,331762.42000000004,76.14999999999999,https://www.esportsearnings.com/players/highest-earnings-top-700
697,Kiin,"Kim, Gi In","Korea, Republic of",League of Legends,434548.95,434548.95,100,https://www.esportsearnings.com/players/highest-earnings-top-700
698,DaoShi,"Song, Jiantao",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,434330.24,428330.24,98.61999999999999,https://www.esportsearnings.com/players/highest-earnings-top-700
699,fnx,Lincoln Lau,Brazil,Counter-Strike: Global Offensive,433315.18,394779.8,91.11,https://www.esportsearnings.com/players/highest-earnings-top-700
700,friberg,Adam Friberg,Sweden,Counter-Strike: Global Offensive,432819.53,430065.49000000005,99.36,https://www.esportsearnings.com/players/highest-earnings-top-700
701,Z9,"Chen, Zixuan",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,432288.22000000003,432288.22000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-800
702,Joshua Rogers,Joshua K Rogers,Australia,Rennsport,432139.99000000005,247347.91999999998,57.24,https://www.esportsearnings.com/players/highest-earnings-top-800
703,fuzzface,David Tillberg,Sweden,PLAYERUNKNOWNâS BATTLEGROUNDS,431329.25,430429.25,99.79,https://www.esportsearnings.com/players/highest-earnings-top-800
704,Pixie,- -,Sweden,Fortnite,430904.29000000004,430904.29000000004,100,https://www.esportsearnings.com/players/highest-earnings-top-800
705,Eyyou,Nico Barcelon,Philippines,Dota 2,430272.94,430272.94,100,https://www.esportsearnings.com/players/highest-earnings-top-800
706,bodyy,Alexandre Pianaro,France,Counter-Strike: Global Offensive,429933.82,346207.62,80.53,https://www.esportsearnings.com/players/highest-earnings-top-800
707,FlowerC,"You, Guochuan",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,429808.99000000005,429808.99000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-800
708,Mikyx,Mihael Mehle,Slovenia,League of Legends,428687.23000000004,428687.23000000004,100,https://www.esportsearnings.com/players/highest-earnings-top-800
709,Jabbi,Jakob Nygaard,Denmark,Counter-Strike: Global Offensive,426967.08,286192.08,67.03,https://www.esportsearnings.com/players/highest-earnings-top-800
710,NeverEnd,"Yang, Pu",China,Dota 2,426681.98000000004,426681.98000000004,100,https://www.esportsearnings.com/players/highest-earnings-top-800
711,pino,Gabriel Fernandes,Brazil,Rainbow Six Siege,426231.47000000003,425440.66,99.81,https://www.esportsearnings.com/players/highest-earnings-top-800
712,boltz,Ricardo Prass,Brazil,Counter-Strike: Global Offensive,425991.5,425658.17,99.92,https://www.esportsearnings.com/players/highest-earnings-top-800
713,GodV,"Wei, Zhen",China,PLAYERUNKNOWNâS BATTLEGROUNDS,425902.46,371608.71,87.25,https://www.esportsearnings.com/players/highest-earnings-top-800
714,rue,Alexander Filin,Russian Federation,Dota 2,425842.8,425842.8,100,https://www.esportsearnings.com/players/highest-earnings-top-800
715,Vanyak3kktis,Vanya Sakach,Ukraine,Fortnite,425710.82,425710.82,100,https://www.esportsearnings.com/players/highest-earnings-top-800
716,SwizzY,Egor Luciko,Russian Federation,Fortnite,425142.5,425142.5,100,https://www.esportsearnings.com/players/highest-earnings-top-800
717,Duelo,"Nishikawa, Yuya",Japan,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,423959.19,423959.19,100,https://www.esportsearnings.com/players/highest-earnings-top-800
718,Tensai,- -,Japan,Brawl Stars,423833.33999999997,423833.33999999997,100,https://www.esportsearnings.com/players/highest-earnings-top-800
719,super,Matthew DeLisi,United States,Overwatch,423599.69,417900.4,98.64999999999999,https://www.esportsearnings.com/players/highest-earnings-top-800
720,cajunb,RenÃ¨ Borg,Denmark,Counter-Strike: Global Offensive,423344.8,418826.54,98.93,https://www.esportsearnings.com/players/highest-earnings-top-800
721,nade,Felipe SÃ¡ Ferreira,Brazil,Rainbow Six Siege,423144.93000000005,423144.93000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-800
722,Kanavi,"Seo, Jin Hyeok","Korea, Republic of",League of Legends,422850.76,422850.76,100,https://www.esportsearnings.com/players/highest-earnings-top-800
723,sOAZ,Paul Boyer,France,League of Legends,422314.88,422314.88,100,https://www.esportsearnings.com/players/highest-earnings-top-800
724,TheViper,Ãrjan Larsen,Norway,Age of Empires II,422209.05,380774.05,90.19,https://www.esportsearnings.com/players/highest-earnings-top-800
725,YMao,"Ma, Yuxin",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,422173.83999999997,422173.83999999997,100,https://www.esportsearnings.com/players/highest-earnings-top-800
726,Paluh,Luccas Molina,Brazil,Rainbow Six Siege,421508.26,421508.26,100,https://www.esportsearnings.com/players/highest-earnings-top-800
727,Fairy Peak!,Victor Locquet,France,Rocket League,421065.93000000005,421065.93000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-800
728,æ ¼å­,"Zhang, Jianhui",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,420853.9,420853.9,100,https://www.esportsearnings.com/players/highest-earnings-top-800
729,Effect,Miron Novikov,Russian Federation,Apex Legends,420250,420250,100,https://www.esportsearnings.com/players/highest-earnings-top-800
730,Mvp,"Jung, Jong Hyun","Korea, Republic of",StarCraft II,419621.14999999997,414994.83,98.9,https://www.esportsearnings.com/players/highest-earnings-top-800
731,Muzi,Murilo Muzi,Brazil,Rainbow Six Siege,418875.3,418875.3,100,https://www.esportsearnings.com/players/highest-earnings-top-800
732,Dez,Peyton Tuma,United States,Madden NFL 23,418500,352500,84.23,https://www.esportsearnings.com/players/highest-earnings-top-800
733,Moth,Grant Espe,United States,Overwatch,418250.63,418250.63,100,https://www.esportsearnings.com/players/highest-earnings-top-800
734,Aitzy,Ludvik Greger Jahnsen,Norway,PLAYERUNKNOWNâS BATTLEGROUNDS,417991.72000000003,417991.72000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-800
735,Kinstaar,Duong Huynh,Switzerland,Fortnite,417441.68,410678.4,98.38,https://www.esportsearnings.com/players/highest-earnings-top-800
736,MMA,"Moon, Sung Won","Korea, Republic of",StarCraft II,417169.17,417169.17,100,https://www.esportsearnings.com/players/highest-earnings-top-800
737,ChoiHyoBin,"Choi, Hyo Bin","Korea, Republic of",Overwatch,417109.58,417109.58,100,https://www.esportsearnings.com/players/highest-earnings-top-800
738,KITSUNE,Sergey Pomerantsev,Russian Federation,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,417080.96,417080.96,100,https://www.esportsearnings.com/players/highest-earnings-top-800
739,Firouzja2003,Alireza Firouzja,"Iran, Islamic Republic of",Chess.com,416468.09,275153.79000000004,66.07,https://www.esportsearnings.com/players/highest-earnings-top-800
740,felps,JoÃ£o Vasconcellos,Brazil,Counter-Strike: Global Offensive,415574.55,365855.43000000005,88.04,https://www.esportsearnings.com/players/highest-earnings-top-800
741,ShoWTimE,Tobias Sieber,Germany,StarCraft II,415564.08,415564.08,100,https://www.esportsearnings.com/players/highest-earnings-top-800
742,fame,Pyotr Bolyshev,Russian Federation,Counter-Strike: Global Offensive,415563.44,251455.1,60.51,https://www.esportsearnings.com/players/highest-earnings-top-800
743,oskar,TomÃ¡Å¡ Å Å¥astnÃ½,Czech Republic,Counter-Strike: Global Offensive,415340.87,394734.63,95.04,https://www.esportsearnings.com/players/highest-earnings-top-800
744,Bryle,Jonathan Bryle Santos De Guia,Canada,Dota 2,415027.64999999997,415027.64999999997,100,https://www.esportsearnings.com/players/highest-earnings-top-800
745,Radosin,Andrea RadovanoviÄ,France,Rocket League,414657.58,414657.58,100,https://www.esportsearnings.com/players/highest-earnings-top-800
746,Megga,Noam Ackenine,United States,Fortnite,413738.32,413738.32,100,https://www.esportsearnings.com/players/highest-earnings-top-800
747,Virtue,Jake Grannan,Australia,Rainbow Six Siege,411820.9,411820.9,100,https://www.esportsearnings.com/players/highest-earnings-top-800
748,Matthew,Farith Puente,Peru,Dota 2,411682.26,411682.26,100,https://www.esportsearnings.com/players/highest-earnings-top-800
749,MER1T,"Choi, Tae Min","Korea, Republic of",Overwatch 2,410873.38,375451.39,91.38,https://www.esportsearnings.com/players/highest-earnings-top-800
750,Trap,"Cho, Sung Ho","Korea, Republic of",StarCraft II,409745.58,408661.23000000004,99.74000000000001,https://www.esportsearnings.com/players/highest-earnings-top-800
751,negima,- -,Japan,Shadowverse,409517.18,409517.18,100,https://www.esportsearnings.com/players/highest-earnings-top-800
752,Riversan,River Handley,United States,Fortnite,409266.67,409266.67,100,https://www.esportsearnings.com/players/highest-earnings-top-800
753,Amanek,Francois Delaunay,France,Counter-Strike: Global Offensive,408619.73000000004,398260.79000000004,97.46000000000001,https://www.esportsearnings.com/players/highest-earnings-top-800
754,Neat,Ander Tobal,Spain,FIFA 21,408545.17,230741.65,56.48,https://www.esportsearnings.com/players/highest-earnings-top-800
755,Hylissang,Zdravets Galabov,Bulgaria,League of Legends,408311.13999999996,408311.13999999996,100,https://www.esportsearnings.com/players/highest-earnings-top-800
756,Kantoraketti,Juhani Toivonen,Finland,Rainbow Six Siege,407396.56,407396.56,100,https://www.esportsearnings.com/players/highest-earnings-top-800
757,siuhy,Kamil Szkaradek,Poland,Counter-Strike 2,407036.55,258450,63.5,https://www.esportsearnings.com/players/highest-earnings-top-800
758,Fultz,Alec Fultz,United States,Rainbow Six Siege,406800,406800,100,https://www.esportsearnings.com/players/highest-earnings-top-800
759,ShepparD,Artur Ipatov,Russian Federation,Rainbow Six Siege,406232.47000000003,406232.47000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-800
760,JoyStiCK,Danil Gabov,Russian Federation,Rainbow Six Siege,406061.04,405661.04,99.9,https://www.esportsearnings.com/players/highest-earnings-top-800
761,Yuese,"Liu, Tao",China,Arena of Valor,405771.78,405771.78,100,https://www.esportsearnings.com/players/highest-earnings-top-800
762,NuckleDu,Du Cong Dang,United States,Street Fighter V,405246.72000000003,297891.71,73.51,https://www.esportsearnings.com/players/highest-earnings-top-800
763,sdy,Victor Orudzhev,Ukraine,Counter-Strike: Global Offensive,405003.57,298155.25,73.61999999999999,https://www.esportsearnings.com/players/highest-earnings-top-800
764,HugeGorilla,Spencer Ealing,United Kingdom,FIFA 17,404021.96,250000,61.879999999999995,https://www.esportsearnings.com/players/highest-earnings-top-800
765,kiyotaka,Gleb Zyryanov,Russian Federation,Dota 2,403999.36,403999.36,100,https://www.esportsearnings.com/players/highest-earnings-top-800
766,BeryL,"Cho, Geon Hee","Korea, Republic of",League of Legends,403857.83,403857.83,100,https://www.esportsearnings.com/players/highest-earnings-top-800
767,Valde,Valdemar VangsÃ¥,Denmark,Counter-Strike: Global Offensive,403732.6,392356.37,97.17999999999999,https://www.esportsearnings.com/players/highest-earnings-top-800
768,glory,"Sato, Kenta",Japan,Hearthstone,403446,403446,100,https://www.esportsearnings.com/players/highest-earnings-top-800
769,FabianoCaruana,Fabiano Caruana,United States,Chess.com,403349.56,237920.94999999998,58.99,https://www.esportsearnings.com/players/highest-earnings-top-800
770,KongJue,"Li, Guipeng",China,Arena of Valor,402199.13,402199.13,100,https://www.esportsearnings.com/players/highest-earnings-top-800
771,Title,- -,Japan,Teamfight Tactics,402162,402162,100,https://www.esportsearnings.com/players/highest-earnings-top-800
772,Arslan Ash,Arslan Siddique,Pakistan,Tekken 7,402131.9,355771.7,88.47,https://www.esportsearnings.com/players/highest-earnings-top-800
773,TH000,"Huang, Xiang",China,WarCraft III,401927.69,362145.76,90.1,https://www.esportsearnings.com/players/highest-earnings-top-800
774,Viper,"Park, Do Hyeon","Korea, Republic of",League of Legends,401382.13,401382.13,100,https://www.esportsearnings.com/players/highest-earnings-top-800
775,Newbz,Edy Juan,United States,Call of Duty: Warzone,401185.51,364118.83999999997,90.76,https://www.esportsearnings.com/players/highest-earnings-top-800
776,Slacked,Josiah Berry,United States,Call of Duty: Infinite Warfare,401114.4,98000,24.43,https://www.esportsearnings.com/players/highest-earnings-top-800
777,doinb,"Kim, Tae Sang","Korea, Republic of",League of Legends,400844.18,400844.18,100,https://www.esportsearnings.com/players/highest-earnings-top-800
778,ShowMaker,"Heo, Su","Korea, Republic of",League of Legends,400600.01,400600.01,100,https://www.esportsearnings.com/players/highest-earnings-top-800
779,Khan,"Kim, Dong Ha","Korea, Republic of",League of Legends,400503.04,400503.04,100,https://www.esportsearnings.com/players/highest-earnings-top-800
780,MackWood,Mack Aesoph,United States,Fortnite,400423.33,400423.33,100,https://www.esportsearnings.com/players/highest-earnings-top-800
781,DaoZai,"Yang, Kaibo",China,Arena of Valor,400004.49000000005,400004.49000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-800
782,TwoWayRoco,Tyler DeBondt,United States,NBA 2K21,400000,200000,50,https://www.esportsearnings.com/players/highest-earnings-top-800
783,Pistola,Justin Deese,United States,Halo 5: Guardians,399835,164000,41.02,https://www.esportsearnings.com/players/highest-earnings-top-800
784,Zer0,Trei Morris,United Kingdom,Call of Duty: Modern Warfare,399383.73000000004,98000,24.54,https://www.esportsearnings.com/players/highest-earnings-top-800
785,ProblemWright,Eric Wright,United States,Madden NFL 13,397700,140000,35.2,https://www.esportsearnings.com/players/highest-earnings-top-800
786,Japko,Aleksy JabÅoÅski,Poland,Fortnite,397662.5,397662.5,100,https://www.esportsearnings.com/players/highest-earnings-top-800
787,EmreYilmaz,Emre Yilmaz,Netherlands,EA Sports FC 24,397149.98000000004,170899.97999999998,43.03,https://www.esportsearnings.com/players/highest-earnings-top-800
788,MAJ3R,Engin KÃ¼peli,Turkey,Counter-Strike 2,396664.44,202875,51.15,https://www.esportsearnings.com/players/highest-earnings-top-800
789,caard,Gabriel Vieira Cardoso,Brazil,Rocket League,396354.18,396354.18,100,https://www.esportsearnings.com/players/highest-earnings-top-800
790,Kiryache,Kirill Grishin,Russian Federation,Fortnite,396243.8,396243.8,100,https://www.esportsearnings.com/players/highest-earnings-top-800
791,Hera,Hamzah El-Baher,Canada,Age of Empires II,394013.01,382769.68,97.14999999999999,https://www.esportsearnings.com/players/highest-earnings-top-800
792,343,Adam Erwann Shah bin Akhtar Hussein,Malaysia,Dota 2,392825.7,392825.7,100,https://www.esportsearnings.com/players/highest-earnings-top-800
793,Nastie,Byron Plumridge,United Kingdom,Call of Duty: Black Ops 6,392800,165000,42.01,https://www.esportsearnings.com/players/highest-earnings-top-800
794,arT,Andrei Piovezan,Brazil,Counter-Strike: Global Offensive,392358.16,337873.69,86.11,https://www.esportsearnings.com/players/highest-earnings-top-800
795,Chuchen,"Tao, Chuankai",China,Arena of Valor,391844.55,391844.55,100,https://www.esportsearnings.com/players/highest-earnings-top-800
796,Lelis,Rodrigo Lelis Santos,Brazil,Dota 2,391360.94,391360.94,100,https://www.esportsearnings.com/players/highest-earnings-top-800
797,Zven,Jesper Svenningsen,Denmark,League of Legends,391307.39,391307.39,100,https://www.esportsearnings.com/players/highest-earnings-top-800
798,Dukez,Lucas Cardenas,Mexico,Fortnite,391053.46,391053.46,100,https://www.esportsearnings.com/players/highest-earnings-top-800
799,carrilho,Lucas Miguel,Brazil,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,391043.13,391043.13,100,https://www.esportsearnings.com/players/highest-earnings-top-800
800,Flandre,"Li, Xuanjun",China,League of Legends,390831.95,390831.95,100,https://www.esportsearnings.com/players/highest-earnings-top-800
801,Xepher,Kenny Deo,Indonesia,Dota 2,390723.24,390723.24,100,https://www.esportsearnings.com/players/highest-earnings-top-900
802,æ´¾å¤§å´,"Han, Xing",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,390575.88,390575.88,100,https://www.esportsearnings.com/players/highest-earnings-top-900
803,Frederik Rasmussen,Frederik Rasmussen,Denmark,F1 2020,389709.78,93750,24.06,https://www.esportsearnings.com/players/highest-earnings-top-900
804,Merc,Bryan Wrzek,United States,Rainbow Six Siege,389616.67,389616.67,100,https://www.esportsearnings.com/players/highest-earnings-top-900
805,Xinhe,"Li, He",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,389490.59,389490.59,100,https://www.esportsearnings.com/players/highest-earnings-top-900
806,Sebastian Job,Sebastian Job,United Kingdom,iRacing.com,389454.92000000004,199918.14,51.33,https://www.esportsearnings.com/players/highest-earnings-top-900
807,Bamboo,"Luo, Tao",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,389435.3,389435.3,100,https://www.esportsearnings.com/players/highest-earnings-top-900
